"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5468","Check event carousel button","Tests","Thu Dec 12 16:24:02 GMT 2024","passed","Thu Dec 12 16:24:07 GMT 2024","TestHomePage","test_HomePage","",""
"","48","Check Download section analytic pairs","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","39","Check Hero Banner appearance","Tests","Thu Dec 12 16:23:34 GMT 2024","passed","Thu Dec 12 16:23:34 GMT 2024","TestHomePage","test_HomePage","",""
"","6792","Click on site carousel card","Tests","Thu Dec 12 16:23:55 GMT 2024","passed","Thu Dec 12 16:24:01 GMT 2024","TestHomePage","test_HomePage","",""
"","42","Check Download section appearance","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","6","Click Download section Google Play button","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","13","Check Download section description","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","5529","Check site carousel button","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:55 GMT 2024","TestHomePage","test_HomePage","",""
"","5131","Check event carousel button","Tests","Thu Dec 12 16:23:51 GMT 2024","passed","Thu Dec 12 16:23:56 GMT 2024","TestHomePage","test_HomePage","",""
"","24","Check sites carousel appearance","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","7","Check event carousel description","Tests","Thu Dec 12 16:24:02 GMT 2024","passed","Thu Dec 12 16:24:02 GMT 2024","TestHomePage","test_HomePage","",""
"","10","Check Download section title","Tests","Thu Dec 12 16:23:38 GMT 2024","passed","Thu Dec 12 16:23:38 GMT 2024","TestHomePage","test_HomePage","",""
"","79","Check Download section analytic pairs","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","8","Click Download section App Store button","Tests","Thu Dec 12 16:23:38 GMT 2024","passed","Thu Dec 12 16:23:38 GMT 2024","TestHomePage","test_HomePage","",""
"","100","Check presented sites in the sites carousel","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","5","Click Download section App Store button","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","10","Check event carousel title","Tests","Thu Dec 12 16:24:03 GMT 2024","passed","Thu Dec 12 16:24:03 GMT 2024","TestHomePage","test_HomePage","",""
"","28","Check presented events order","Tests","Thu Dec 12 16:23:51 GMT 2024","passed","Thu Dec 12 16:23:51 GMT 2024","TestHomePage","test_HomePage","",""
"","5166","Check site carousel button","Tests","Thu Dec 12 16:23:39 GMT 2024","passed","Thu Dec 12 16:23:44 GMT 2024","TestHomePage","test_HomePage","",""
"","11","Check Download section title","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","31","Check presented events order","Tests","Thu Dec 12 16:24:03 GMT 2024","passed","Thu Dec 12 16:24:03 GMT 2024","TestHomePage","test_HomePage","",""
"","11","Check site carousel title","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","11","Check site carousel title","Tests","Thu Dec 12 16:23:38 GMT 2024","passed","Thu Dec 12 16:23:38 GMT 2024","TestHomePage","test_HomePage","",""
"","8","Check Download section title","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","3111","Check main navigation","Tests","Thu Dec 12 16:24:47 GMT 2024","passed","Thu Dec 12 16:24:50 GMT 2024","TestHomePage","test_HomePage","",""
"","28","Check Hero Banner appearance","Tests","Thu Dec 12 16:23:44 GMT 2024","passed","Thu Dec 12 16:23:44 GMT 2024","TestHomePage","test_HomePage","",""
"","4202","Check Hero Banner button","Tests","Thu Dec 12 16:23:45 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","9","Check Hero Banner subtitle","Tests","Thu Dec 12 16:23:44 GMT 2024","passed","Thu Dec 12 16:23:44 GMT 2024","TestHomePage","test_HomePage","",""
"","11","Check Download section image","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","7","Check site carousel title","Tests","Thu Dec 12 16:23:49 GMT 2024","passed","Thu Dec 12 16:23:49 GMT 2024","TestHomePage","test_HomePage","",""
"","15124","Event carousel cards without events","Tests","Thu Dec 12 16:24:21 GMT 2024","passed","Thu Dec 12 16:24:36 GMT 2024","TestHomePage","test_HomePage","",""
"","66","Check Download section appearance","Tests","Thu Dec 12 16:23:38 GMT 2024","passed","Thu Dec 12 16:23:38 GMT 2024","TestHomePage","test_HomePage","",""
"","6932","Click on event carousel card","Tests","Thu Dec 12 16:24:07 GMT 2024","passed","Thu Dec 12 16:24:14 GMT 2024","TestHomePage","test_HomePage","",""
"","15","Check Hero Banner title","Tests","Thu Dec 12 16:23:34 GMT 2024","passed","Thu Dec 12 16:23:34 GMT 2024","TestHomePage","test_HomePage","",""
"","312","Check language switch","Tests","Thu Dec 12 16:24:38 GMT 2024","passed","Thu Dec 12 16:24:38 GMT 2024","TestHomePage","test_HomePage","",""
