"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44","Check Download section analytic pairs","Tests","Thu Dec 12 12:19:11 GMT 2024","passed","Thu Dec 12 12:19:11 GMT 2024","TestHomePage","test_HomePage","",""
"","92","Check sections appearance","Tests","Thu Dec 12 12:19:05 GMT 2024","passed","Thu Dec 12 12:19:05 GMT 2024","TestHomePage","test_HomePage","",""
"","7375","Click on event carousel card","Tests","Thu Dec 12 12:19:25 GMT 2024","passed","Thu Dec 12 12:19:32 GMT 2024","TestHomePage","test_HomePage","",""
"","4288","Check Hero Banner button","Tests","Thu Dec 12 12:18:59 GMT 2024","passed","Thu Dec 12 12:19:03 GMT 2024","TestHomePage","test_HomePage","",""
"","5482","Check site carousel button","Tests","Thu Dec 12 12:19:06 GMT 2024","passed","Thu Dec 12 12:19:12 GMT 2024","TestHomePage","test_HomePage","",""
"","4368","Check Hero Banner button","Tests","Thu Dec 12 12:19:02 GMT 2024","passed","Thu Dec 12 12:19:06 GMT 2024","TestHomePage","test_HomePage","",""
"","146","Check presented events in the events carousel","Tests","Thu Dec 12 12:19:21 GMT 2024","passed","Thu Dec 12 12:19:22 GMT 2024","TestHomePage","test_HomePage","",""
"","5586","User is navigated to the Home page","Tests","Thu Dec 12 12:18:59 GMT 2024","passed","Thu Dec 12 12:19:05 GMT 2024","TestHomePage","test_HomePage","",""
"","48","Check events carousel appearance","Tests","Thu Dec 12 12:19:21 GMT 2024","passed","Thu Dec 12 12:19:21 GMT 2024","TestHomePage","test_HomePage","",""
"","34","Check presented sites order","Tests","Thu Dec 12 12:19:03 GMT 2024","passed","Thu Dec 12 12:19:03 GMT 2024","TestHomePage","test_HomePage","",""
"","6","Check site carousel title","Tests","Thu Dec 12 12:19:11 GMT 2024","passed","Thu Dec 12 12:19:11 GMT 2024","TestHomePage","test_HomePage","",""
"","9","Check Download section image","Tests","Thu Dec 12 12:19:03 GMT 2024","passed","Thu Dec 12 12:19:03 GMT 2024","TestHomePage","test_HomePage","",""
"","8","Check event carousel title","Tests","Thu Dec 12 12:19:19 GMT 2024","passed","Thu Dec 12 12:19:19 GMT 2024","TestHomePage","test_HomePage","",""
"","9","Click Download section Google Play button","Tests","Thu Dec 12 12:19:03 GMT 2024","passed","Thu Dec 12 12:19:03 GMT 2024","TestHomePage","test_HomePage","",""
"","439","Check language switch","Tests","Thu Dec 12 12:20:08 GMT 2024","passed","Thu Dec 12 12:20:08 GMT 2024","TestHomePage","test_HomePage","",""
