"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28","Check presented sites order","Tests","Thu Dec 12 09:48:48 GMT 2024","passed","Thu Dec 12 09:48:48 GMT 2024","TestHomePage","test_HomePage","",""
"","7","Check site carousel description","Tests","Thu Dec 12 09:48:51 GMT 2024","passed","Thu Dec 12 09:48:51 GMT 2024","TestHomePage","test_HomePage","",""
"","6740","Click on event carousel card","Tests","Thu Dec 12 09:49:05 GMT 2024","passed","Thu Dec 12 09:49:12 GMT 2024","TestHomePage","test_HomePage","",""
"","9","Check event carousel description","Tests","Thu Dec 12 09:49:00 GMT 2024","passed","Thu Dec 12 09:49:00 GMT 2024","TestHomePage","test_HomePage","",""
"","6993","Click on site carousel card","Tests","Thu Dec 12 09:48:56 GMT 2024","passed","Thu Dec 12 09:49:03 GMT 2024","TestHomePage","test_HomePage","",""
"","10","Check site carousel title","Tests","Thu Dec 12 09:48:48 GMT 2024","passed","Thu Dec 12 09:48:48 GMT 2024","TestHomePage","test_HomePage","",""
"","46","Check sites carousel appearance","Tests","Thu Dec 12 09:48:54 GMT 2024","passed","Thu Dec 12 09:48:54 GMT 2024","TestHomePage","test_HomePage","",""
"","343","Check language switch","Tests","Thu Dec 12 09:49:46 GMT 2024","passed","Thu Dec 12 09:49:46 GMT 2024","TestHomePage","test_HomePage","",""
"","8","Check Download section title","Tests","Thu Dec 12 09:48:50 GMT 2024","passed","Thu Dec 12 09:48:50 GMT 2024","TestHomePage","test_HomePage","",""
"","8","Click Download section App Store button","Tests","Thu Dec 12 09:48:48 GMT 2024","passed","Thu Dec 12 09:48:48 GMT 2024","TestHomePage","test_HomePage","",""
"","66","Check sections appearance","Tests","Thu Dec 12 09:48:43 GMT 2024","passed","Thu Dec 12 09:48:43 GMT 2024","TestHomePage","test_HomePage","",""
"","3067","Check main navigation","Tests","Thu Dec 12 09:49:49 GMT 2024","passed","Thu Dec 12 09:49:52 GMT 2024","TestHomePage","test_HomePage","",""
"","10","Check event carousel title","Tests","Thu Dec 12 09:49:00 GMT 2024","passed","Thu Dec 12 09:49:00 GMT 2024","TestHomePage","test_HomePage","",""
"","5020","Check language switch","Tests","Thu Dec 12 09:49:52 GMT 2024","passed","Thu Dec 12 09:49:57 GMT 2024","TestHomePage","test_HomePage","",""
"","4669","User is navigated to the Home page","Tests","Thu Dec 12 09:48:41 GMT 2024","passed","Thu Dec 12 09:48:46 GMT 2024","TestHomePage","test_HomePage","",""
"","101","Check presented sites in the sites carousel","Tests","Thu Dec 12 09:48:54 GMT 2024","passed","Thu Dec 12 09:48:54 GMT 2024","TestHomePage","test_HomePage","",""
