"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 12 08:35:13 GMT 2024","Thu Dec 12 08:35:13 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check event carousel description",""
"broken","Thu Dec 12 08:36:32 GMT 2024","Thu Dec 12 08:36:32 GMT 2024","209","Tests","test_HomePage","TestHomePage","","","Check main navigation",""
"passed","Thu Dec 12 08:35:04 GMT 2024","Thu Dec 12 08:35:11 GMT 2024","6950","Tests","test_HomePage","TestHomePage","","","Click on site carousel card",""
"passed","Thu Dec 12 08:34:56 GMT 2024","Thu Dec 12 08:34:56 GMT 2024","13","Tests","test_HomePage","TestHomePage","","","Check Hero Banner image",""
"passed","Thu Dec 12 08:35:07 GMT 2024","Thu Dec 12 08:35:08 GMT 2024","38","Tests","test_HomePage","TestHomePage","","","Check Download section appearance",""
"broken","Thu Dec 12 08:34:58 GMT 2024","Thu Dec 12 08:34:58 GMT 2024","6","Tests","test_HomePage","TestHomePage","","","Check Hero Banner image",""
"passed","Thu Dec 12 08:34:54 GMT 2024","Thu Dec 12 08:34:54 GMT 2024","75","Tests","test_HomePage","TestHomePage","","","Check sections appearance",""
"passed","Thu Dec 12 08:35:13 GMT 2024","Thu Dec 12 08:35:13 GMT 2024","33","Tests","test_HomePage","TestHomePage","","","Check presented events order",""
"broken","Thu Dec 12 08:35:23 GMT 2024","Thu Dec 12 08:35:23 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check site carousel title",""
"passed","Thu Dec 12 08:34:56 GMT 2024","Thu Dec 12 08:34:56 GMT 2024","92","Tests","test_HomePage","TestHomePage","","","Check sections appearance",""
"passed","Thu Dec 12 08:34:58 GMT 2024","Thu Dec 12 08:34:58 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Check Download section image",""
"passed","Thu Dec 12 08:35:00 GMT 2024","Thu Dec 12 08:35:00 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check site carousel title",""
"passed","Thu Dec 12 08:35:00 GMT 2024","Thu Dec 12 08:35:00 GMT 2024","76","Tests","test_HomePage","TestHomePage","","","Check Download section appearance",""
"passed","Thu Dec 12 08:35:46 GMT 2024","Thu Dec 12 08:35:46 GMT 2024","20","Tests","test_HomePage","TestHomePage","","","Check presented events order",""
"passed","Thu Dec 12 08:34:51 GMT 2024","Thu Dec 12 08:34:56 GMT 2024","4208","Tests","test_HomePage","TestHomePage","","","User is navigated to the Home page",""
"passed","Thu Dec 12 08:34:59 GMT 2024","Thu Dec 12 08:34:59 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Check site carousel description",""
"broken","Thu Dec 12 08:35:20 GMT 2024","Thu Dec 12 08:35:20 GMT 2024","0","Tests","test_HomePage","TestHomePage","","","Check Download section analytic pairs",""
"passed","Thu Dec 12 08:35:20 GMT 2024","Thu Dec 12 08:35:20 GMT 2024","23","Tests","test_HomePage","TestHomePage","","","Check sites carousel appearance",""
"passed","Thu Dec 12 08:34:59 GMT 2024","Thu Dec 12 08:34:59 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Check site carousel title",""
"broken","Thu Dec 12 08:35:42 GMT 2024","Thu Dec 12 08:35:42 GMT 2024","8","Tests","test_HomePage","TestHomePage","","","Check event carousel title",""
"passed","Thu Dec 12 08:34:55 GMT 2024","Thu Dec 12 08:34:55 GMT 2024","21","Tests","test_HomePage","TestHomePage","","","Check Hero Banner appearance",""
"passed","Thu Dec 12 08:34:56 GMT 2024","Thu Dec 12 08:34:56 GMT 2024","20","Tests","test_HomePage","TestHomePage","","","Check Hero Banner title",""
"passed","Thu Dec 12 08:34:54 GMT 2024","Thu Dec 12 08:34:54 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check Hero Banner image",""
"broken","Thu Dec 12 08:35:29 GMT 2024","Thu Dec 12 08:35:29 GMT 2024","0","Tests","test_HomePage","TestHomePage","","","Check presented sites in the sites carousel",""
"broken","Thu Dec 12 08:35:17 GMT 2024","Thu Dec 12 08:35:17 GMT 2024","17","Tests","test_HomePage","TestHomePage","","","Check Download section description",""
"passed","Thu Dec 12 08:35:13 GMT 2024","Thu Dec 12 08:35:13 GMT 2024","39","Tests","test_HomePage","TestHomePage","","","Check events carousel appearance",""
"passed","Thu Dec 12 08:35:00 GMT 2024","Thu Dec 12 08:35:00 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check site carousel description",""
"broken","Thu Dec 12 08:35:07 GMT 2024","Thu Dec 12 08:35:07 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check Hero Banner button",""
"passed","Thu Dec 12 08:35:00 GMT 2024","Thu Dec 12 08:35:00 GMT 2024","33","Tests","test_HomePage","TestHomePage","","","Check presented sites order",""
"broken","Thu Dec 12 08:34:54 GMT 2024","Thu Dec 12 08:34:54 GMT 2024","399","Tests","test_HomePage","TestHomePage","","","User is navigated to the Home page",""
"passed","Thu Dec 12 08:35:06 GMT 2024","Thu Dec 12 08:35:12 GMT 2024","6228","Tests","test_HomePage","TestHomePage","","","Click on site carousel card",""
"passed","Thu Dec 12 08:35:00 GMT 2024","Thu Dec 12 08:35:06 GMT 2024","5165","Tests","test_HomePage","TestHomePage","","","Check site carousel button",""
"broken","Thu Dec 12 08:35:38 GMT 2024","Thu Dec 12 08:35:38 GMT 2024","1","Tests","test_HomePage","TestHomePage","","","Click on site carousel card",""
"passed","Thu Dec 12 08:34:59 GMT 2024","Thu Dec 12 08:34:59 GMT 2024","74","Tests","test_HomePage","TestHomePage","","","Check Download section analytic pairs",""
"passed","Thu Dec 12 08:35:00 GMT 2024","Thu Dec 12 08:35:00 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check Download section image",""
"passed","Thu Dec 12 08:35:59 GMT 2024","Thu Dec 12 08:36:00 GMT 2024","480","Tests","test_HomePage","TestHomePage","","","Check language switch",""
"broken","Thu Dec 12 08:35:01 GMT 2024","Thu Dec 12 08:35:01 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Check Hero Banner title",""
"passed","Thu Dec 12 08:35:13 GMT 2024","Thu Dec 12 08:35:13 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check event carousel description",""
"passed","Thu Dec 12 08:34:59 GMT 2024","Thu Dec 12 08:35:04 GMT 2024","5149","Tests","test_HomePage","TestHomePage","","","Check site carousel button",""
"passed","Thu Dec 12 08:35:55 GMT 2024","Thu Dec 12 08:35:58 GMT 2024","2662","Tests","test_HomePage","TestHomePage","","","Check main navigation",""
"passed","Thu Dec 12 08:35:13 GMT 2024","Thu Dec 12 08:35:13 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check event carousel title",""
"passed","Thu Dec 12 08:35:18 GMT 2024","Thu Dec 12 08:35:25 GMT 2024","6292","Tests","test_HomePage","TestHomePage","","","Click on event carousel card",""
"passed","Thu Dec 12 08:34:58 GMT 2024","Thu Dec 12 08:34:58 GMT 2024","65","Tests","test_HomePage","TestHomePage","","","Check Download section appearance",""
"passed","Thu Dec 12 08:35:39 GMT 2024","Thu Dec 12 08:35:39 GMT 2024","24","Tests","test_HomePage","TestHomePage","","","Check events carousel appearance",""
"broken","Thu Dec 12 08:35:46 GMT 2024","Thu Dec 12 08:35:46 GMT 2024","8","Tests","test_HomePage","TestHomePage","","","Check event carousel description",""
"passed","Thu Dec 12 08:35:46 GMT 2024","Thu Dec 12 08:35:46 GMT 2024","89","Tests","test_HomePage","TestHomePage","","","Check presented events in the events carousel",""
"passed","Thu Dec 12 08:35:00 GMT 2024","Thu Dec 12 08:35:00 GMT 2024","47","Tests","test_HomePage","TestHomePage","","","Check sites carousel appearance",""
"passed","Thu Dec 12 08:34:55 GMT 2024","Thu Dec 12 08:34:55 GMT 2024","42","Tests","test_HomePage","TestHomePage","","","Check sections appearance",""
"broken","Thu Dec 12 08:35:35 GMT 2024","Thu Dec 12 08:35:35 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check site carousel button",""
"broken","Thu Dec 12 08:35:04 GMT 2024","Thu Dec 12 08:35:04 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check Hero Banner subtitle",""
"passed","Thu Dec 12 08:35:00 GMT 2024","Thu Dec 12 08:35:00 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check Download section title",""
"passed","Thu Dec 12 08:34:54 GMT 2024","Thu Dec 12 08:34:54 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check Hero Banner subtitle",""
"passed","Thu Dec 12 08:34:56 GMT 2024","Thu Dec 12 08:34:56 GMT 2024","13","Tests","test_HomePage","TestHomePage","","","Check Hero Banner subtitle",""
"passed","Thu Dec 12 08:35:13 GMT 2024","Thu Dec 12 08:35:13 GMT 2024","155","Tests","test_HomePage","TestHomePage","","","Check presented events in the events carousel",""
"passed","Thu Dec 12 08:35:00 GMT 2024","Thu Dec 12 08:35:00 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Click Download section App Store button",""
"passed","Thu Dec 12 08:36:32 GMT 2024","Thu Dec 12 08:36:37 GMT 2024","5325","Tests","test_HomePage","TestHomePage","","","Check language switch",""
"passed","Thu Dec 12 08:35:56 GMT 2024","Thu Dec 12 08:35:59 GMT 2024","2936","Tests","test_HomePage","TestHomePage","","","Check main navigation",""
"passed","Thu Dec 12 08:34:59 GMT 2024","Thu Dec 12 08:34:59 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Click Download section Google Play button",""
"passed","Thu Dec 12 08:34:59 GMT 2024","Thu Dec 12 08:34:59 GMT 2024","42","Tests","test_HomePage","TestHomePage","","","Check sites carousel appearance",""
"passed","Thu Dec 12 08:35:13 GMT 2024","Thu Dec 12 08:35:13 GMT 2024","136","Tests","test_HomePage","TestHomePage","","","Check presented events in the events carousel",""
"passed","Thu Dec 12 08:35:20 GMT 2024","Thu Dec 12 08:35:20 GMT 2024","6","Tests","test_HomePage","TestHomePage","","","Click Download section Google Play button",""
"passed","Thu Dec 12 08:34:59 GMT 2024","Thu Dec 12 08:34:59 GMT 2024","8","Tests","test_HomePage","TestHomePage","","","Click Download section App Store button",""
"passed","Thu Dec 12 08:34:49 GMT 2024","Thu Dec 12 08:34:54 GMT 2024","4968","Tests","test_HomePage","TestHomePage","","","User is navigated to the Home page",""
"passed","Thu Dec 12 08:34:54 GMT 2024","Thu Dec 12 08:34:54 GMT 2024","38","Tests","test_HomePage","TestHomePage","","","Check Hero Banner appearance",""
"passed","Thu Dec 12 08:35:00 GMT 2024","Thu Dec 12 08:35:00 GMT 2024","83","Tests","test_HomePage","TestHomePage","","","Check Download section analytic pairs",""
"broken","Thu Dec 12 08:35:32 GMT 2024","Thu Dec 12 08:35:32 GMT 2024","0","Tests","test_HomePage","TestHomePage","","","Check presented sites order",""
"broken","Thu Dec 12 08:35:49 GMT 2024","Thu Dec 12 08:35:49 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Check event carousel button",""
"passed","Thu Dec 12 08:35:13 GMT 2024","Thu Dec 12 08:35:13 GMT 2024","31","Tests","test_HomePage","TestHomePage","","","Check events carousel appearance",""
"passed","Thu Dec 12 08:34:58 GMT 2024","Thu Dec 12 08:34:59 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check Download section title",""
"passed","Thu Dec 12 08:34:54 GMT 2024","Thu Dec 12 08:34:54 GMT 2024","15","Tests","test_HomePage","TestHomePage","","","Check Hero Banner title",""
"passed","Thu Dec 12 08:35:13 GMT 2024","Thu Dec 12 08:35:18 GMT 2024","5129","Tests","test_HomePage","TestHomePage","","","Check event carousel button",""
"passed","Thu Dec 12 08:35:13 GMT 2024","Thu Dec 12 08:35:18 GMT 2024","5151","Tests","test_HomePage","TestHomePage","","","Check event carousel button",""
"broken","Thu Dec 12 08:35:14 GMT 2024","Thu Dec 12 08:35:14 GMT 2024","8","Tests","test_HomePage","TestHomePage","","","Check Download section title",""
