"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 12 08:56:37 GMT 2024","Thu Dec 12 08:56:37 GMT 2024","7","Tests","test_HomePage","TestHomePage","","","Check Hero Banner title",""
"passed","Thu Dec 12 08:56:41 GMT 2024","Thu Dec 12 08:56:41 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check site carousel title",""
"passed","Thu Dec 12 08:56:53 GMT 2024","Thu Dec 12 08:56:53 GMT 2024","64","Tests","test_HomePage","TestHomePage","","","Check Download section appearance",""
"passed","Thu Dec 12 08:56:54 GMT 2024","Thu Dec 12 08:56:54 GMT 2024","10","Tests","test_HomePage","TestHomePage","","","Check site carousel title",""
"passed","Thu Dec 12 08:56:54 GMT 2024","Thu Dec 12 08:56:54 GMT 2024","9","Tests","test_HomePage","TestHomePage","","","Click Download section Google Play button",""
"passed","Thu Dec 12 08:56:41 GMT 2024","Thu Dec 12 08:56:41 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check site carousel description",""
"passed","Thu Dec 12 08:56:55 GMT 2024","Thu Dec 12 08:56:55 GMT 2024","34","Tests","test_HomePage","TestHomePage","","","Check presented events order",""
"passed","Thu Dec 12 08:56:41 GMT 2024","Thu Dec 12 08:56:41 GMT 2024","110","Tests","test_HomePage","TestHomePage","","","Check presented sites in the sites carousel",""
"passed","Thu Dec 12 08:56:40 GMT 2024","Thu Dec 12 08:56:40 GMT 2024","78","Tests","test_HomePage","TestHomePage","","","Check Download section appearance",""
"passed","Thu Dec 12 08:56:41 GMT 2024","Thu Dec 12 08:56:41 GMT 2024","17","Tests","test_HomePage","TestHomePage","","","Check Download section description",""
"passed","Thu Dec 12 08:56:37 GMT 2024","Thu Dec 12 08:56:37 GMT 2024","7","Tests","test_HomePage","TestHomePage","","","Check Hero Banner subtitle",""
"passed","Thu Dec 12 08:56:41 GMT 2024","Thu Dec 12 08:56:41 GMT 2024","7","Tests","test_HomePage","TestHomePage","","","Check site carousel description",""
"passed","Thu Dec 12 08:56:41 GMT 2024","Thu Dec 12 08:56:41 GMT 2024","50","Tests","test_HomePage","TestHomePage","","","Check sites carousel appearance",""
"passed","Thu Dec 12 08:56:36 GMT 2024","Thu Dec 12 08:56:36 GMT 2024","11","Tests","test_HomePage","TestHomePage","","","Check Hero Banner image",""
"passed","Thu Dec 12 08:56:41 GMT 2024","Thu Dec 12 08:56:46 GMT 2024","5172","Tests","test_HomePage","TestHomePage","","","Check site carousel button",""
"passed","Thu Dec 12 08:56:54 GMT 2024","Thu Dec 12 08:56:54 GMT 2024","100","Tests","test_HomePage","TestHomePage","","","Check presented sites in the sites carousel",""
"passed","Thu Dec 12 08:56:37 GMT 2024","Thu Dec 12 08:56:37 GMT 2024","20","Tests","test_HomePage","TestHomePage","","","Check Hero Banner appearance",""
