"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","95","Check presented sites in the sites carousel","Tests","Thu Dec 12 15:50:25 GMT 2024","passed","Thu Dec 12 15:50:25 GMT 2024","TestHomePage","test_HomePage","",""
"","6520","User is navigated to the Home page","Tests","Thu Dec 12 15:50:15 GMT 2024","passed","Thu Dec 12 15:50:22 GMT 2024","TestHomePage","test_HomePage","",""
"","92","Check sections appearance","Tests","Thu Dec 12 15:50:38 GMT 2024","passed","Thu Dec 12 15:50:38 GMT 2024","TestHomePage","test_HomePage","",""
"","6822","Click on event carousel card","Tests","Thu Dec 12 15:51:02 GMT 2024","passed","Thu Dec 12 15:51:09 GMT 2024","TestHomePage","test_HomePage","",""
"","33","Check events carousel appearance","Tests","Thu Dec 12 15:50:39 GMT 2024","passed","Thu Dec 12 15:50:39 GMT 2024","TestHomePage","test_HomePage","",""
"","343","Check language switch","Tests","Thu Dec 12 15:51:25 GMT 2024","passed","Thu Dec 12 15:51:25 GMT 2024","TestHomePage","test_HomePage","",""
"","16","Check Download section description","Tests","Thu Dec 12 15:50:26 GMT 2024","passed","Thu Dec 12 15:50:26 GMT 2024","TestHomePage","test_HomePage","",""
"","12","Check Download section image","Tests","Thu Dec 12 15:50:43 GMT 2024","passed","Thu Dec 12 15:50:43 GMT 2024","TestHomePage","test_HomePage","",""
"","6","Check Hero Banner image","Tests","Thu Dec 12 15:50:22 GMT 2024","passed","Thu Dec 12 15:50:22 GMT 2024","TestHomePage","test_HomePage","",""
"","4247","Check Hero Banner button","Tests","Thu Dec 12 15:50:20 GMT 2024","passed","Thu Dec 12 15:50:24 GMT 2024","TestHomePage","test_HomePage","",""
"","9","Click Download section Google Play button","Tests","Thu Dec 12 15:50:24 GMT 2024","passed","Thu Dec 12 15:50:24 GMT 2024","TestHomePage","test_HomePage","",""
"","8","Check Download section title","Tests","Thu Dec 12 15:50:26 GMT 2024","passed","Thu Dec 12 15:50:26 GMT 2024","TestHomePage","test_HomePage","",""
"","13","Check Download section title","Tests","Thu Dec 12 15:50:43 GMT 2024","passed","Thu Dec 12 15:50:43 GMT 2024","TestHomePage","test_HomePage","",""
"","7504","Click on site carousel card","Tests","Thu Dec 12 15:50:32 GMT 2024","passed","Thu Dec 12 15:50:40 GMT 2024","TestHomePage","test_HomePage","",""
"","29","Check presented sites order","Tests","Thu Dec 12 15:50:25 GMT 2024","passed","Thu Dec 12 15:50:25 GMT 2024","TestHomePage","test_HomePage","",""
"","5148","Check event carousel button","Tests","Thu Dec 12 15:50:57 GMT 2024","passed","Thu Dec 12 15:51:02 GMT 2024","TestHomePage","test_HomePage","",""
"","26","Check presented events order","Tests","Thu Dec 12 15:50:40 GMT 2024","passed","Thu Dec 12 15:50:40 GMT 2024","TestHomePage","test_HomePage","",""
"","25","Check Hero Banner appearance","Tests","Thu Dec 12 15:50:22 GMT 2024","passed","Thu Dec 12 15:50:22 GMT 2024","TestHomePage","test_HomePage","",""
"","19","Check Hero Banner title","Tests","Thu Dec 12 15:50:38 GMT 2024","passed","Thu Dec 12 15:50:38 GMT 2024","TestHomePage","test_HomePage","",""
"","4302","Check Hero Banner button","Tests","Thu Dec 12 15:50:38 GMT 2024","passed","Thu Dec 12 15:50:42 GMT 2024","TestHomePage","test_HomePage","",""
"","110","Check presented sites in the sites carousel","Tests","Thu Dec 12 15:50:43 GMT 2024","passed","Thu Dec 12 15:50:43 GMT 2024","TestHomePage","test_HomePage","",""
"","82","Check sections appearance","Tests","Thu Dec 12 15:50:22 GMT 2024","passed","Thu Dec 12 15:50:22 GMT 2024","TestHomePage","test_HomePage","",""
"","6","Check Download section image","Tests","Thu Dec 12 15:50:26 GMT 2024","passed","Thu Dec 12 15:50:26 GMT 2024","TestHomePage","test_HomePage","",""
"","7","Click Download section App Store button","Tests","Thu Dec 12 15:50:27 GMT 2024","passed","Thu Dec 12 15:50:27 GMT 2024","TestHomePage","test_HomePage","",""
"","102","Check Hero Banner subtitle","Tests","Thu Dec 12 15:50:38 GMT 2024","passed","Thu Dec 12 15:50:38 GMT 2024","TestHomePage","test_HomePage","",""
"","4493","Check Hero Banner button","Tests","Thu Dec 12 15:50:22 GMT 2024","passed","Thu Dec 12 15:50:26 GMT 2024","TestHomePage","test_HomePage","",""
"","35","Check events carousel appearance","Tests","Thu Dec 12 15:50:57 GMT 2024","passed","Thu Dec 12 15:50:57 GMT 2024","TestHomePage","test_HomePage","",""
"","14986","Event carousel cards without events","Tests","Thu Dec 12 15:50:56 GMT 2024","passed","Thu Dec 12 15:51:11 GMT 2024","TestHomePage","test_HomePage","",""
"","10","Check site carousel description","Tests","Thu Dec 12 15:50:25 GMT 2024","passed","Thu Dec 12 15:50:25 GMT 2024","TestHomePage","test_HomePage","",""
"","11","Check event carousel description","Tests","Thu Dec 12 15:50:57 GMT 2024","passed","Thu Dec 12 15:50:57 GMT 2024","TestHomePage","test_HomePage","",""
"","4844","User is navigated to the Home page","Tests","Thu Dec 12 15:50:33 GMT 2024","passed","Thu Dec 12 15:50:38 GMT 2024","TestHomePage","test_HomePage","",""
"","151","Check presented events in the events carousel","Tests","Thu Dec 12 15:50:57 GMT 2024","passed","Thu Dec 12 15:50:57 GMT 2024","TestHomePage","test_HomePage","",""
"","18","Check Download section description","Tests","Thu Dec 12 15:50:24 GMT 2024","passed","Thu Dec 12 15:50:24 GMT 2024","TestHomePage","test_HomePage","",""
"","76","Check presented sites in the sites carousel","Tests","Thu Dec 12 15:50:27 GMT 2024","passed","Thu Dec 12 15:50:27 GMT 2024","TestHomePage","test_HomePage","",""
"","6794","Click on site carousel card","Tests","Thu Dec 12 15:50:30 GMT 2024","passed","Thu Dec 12 15:50:37 GMT 2024","TestHomePage","test_HomePage","",""
"","11","Check Download section image","Tests","Thu Dec 12 15:50:24 GMT 2024","passed","Thu Dec 12 15:50:24 GMT 2024","TestHomePage","test_HomePage","",""
"","405","Check language switch","Tests","Thu Dec 12 15:51:44 GMT 2024","passed","Thu Dec 12 15:51:45 GMT 2024","TestHomePage","test_HomePage","",""
"","2574","Check main navigation","Tests","Thu Dec 12 15:51:27 GMT 2024","passed","Thu Dec 12 15:51:29 GMT 2024","TestHomePage","test_HomePage","",""
"","5522","Check site carousel button","Tests","Thu Dec 12 15:50:27 GMT 2024","passed","Thu Dec 12 15:50:32 GMT 2024","TestHomePage","test_HomePage","",""
"","53","Check sites carousel appearance","Tests","Thu Dec 12 15:50:43 GMT 2024","passed","Thu Dec 12 15:50:43 GMT 2024","TestHomePage","test_HomePage","",""
"","78","Check Download section appearance","Tests","Thu Dec 12 15:50:42 GMT 2024","passed","Thu Dec 12 15:50:43 GMT 2024","TestHomePage","test_HomePage","",""
"","5146","Check event carousel button","Tests","Thu Dec 12 15:50:39 GMT 2024","passed","Thu Dec 12 15:50:44 GMT 2024","TestHomePage","test_HomePage","",""
"","83","Check Download section appearance","Tests","Thu Dec 12 15:50:24 GMT 2024","passed","Thu Dec 12 15:50:24 GMT 2024","TestHomePage","test_HomePage","",""
"","9","Check Hero Banner title","Tests","Thu Dec 12 15:50:22 GMT 2024","passed","Thu Dec 12 15:50:22 GMT 2024","TestHomePage","test_HomePage","",""
"","6804","Click on site carousel card","Tests","Thu Dec 12 15:50:48 GMT 2024","passed","Thu Dec 12 15:50:55 GMT 2024","TestHomePage","test_HomePage","",""
"","10","Check event carousel description","Tests","Thu Dec 12 15:50:39 GMT 2024","passed","Thu Dec 12 15:50:39 GMT 2024","TestHomePage","test_HomePage","",""
"","6745","Click on event carousel card","Tests","Thu Dec 12 15:50:44 GMT 2024","passed","Thu Dec 12 15:50:51 GMT 2024","TestHomePage","test_HomePage","",""
"","56","Check Download section analytic pairs","Tests","Thu Dec 12 15:50:26 GMT 2024","passed","Thu Dec 12 15:50:27 GMT 2024","TestHomePage","test_HomePage","",""
"","35","Check sites carousel appearance","Tests","Thu Dec 12 15:50:27 GMT 2024","passed","Thu Dec 12 15:50:27 GMT 2024","TestHomePage","test_HomePage","",""
"","11","Check Hero Banner subtitle","Tests","Thu Dec 12 15:50:20 GMT 2024","passed","Thu Dec 12 15:50:20 GMT 2024","TestHomePage","test_HomePage","",""
"","89","Check Download section analytic pairs","Tests","Thu Dec 12 15:50:43 GMT 2024","passed","Thu Dec 12 15:50:43 GMT 2024","TestHomePage","test_HomePage","",""
"","5145","Check site carousel button","Tests","Thu Dec 12 15:50:25 GMT 2024","passed","Thu Dec 12 15:50:30 GMT 2024","TestHomePage","test_HomePage","",""
"","3474","Check main navigation","Tests","Thu Dec 12 15:51:41 GMT 2024","passed","Thu Dec 12 15:51:44 GMT 2024","TestHomePage","test_HomePage","",""
"","26","Check presented sites order","Tests","Thu Dec 12 15:50:27 GMT 2024","passed","Thu Dec 12 15:50:27 GMT 2024","TestHomePage","test_HomePage","",""
"","44","Check sites carousel appearance","Tests","Thu Dec 12 15:50:24 GMT 2024","passed","Thu Dec 12 15:50:25 GMT 2024","TestHomePage","test_HomePage","",""
"","11","Check event carousel title","Tests","Thu Dec 12 15:50:57 GMT 2024","passed","Thu Dec 12 15:50:57 GMT 2024","TestHomePage","test_HomePage","",""
"","13","Check site carousel title","Tests","Thu Dec 12 15:50:43 GMT 2024","passed","Thu Dec 12 15:50:43 GMT 2024","TestHomePage","test_HomePage","",""
"","9","Check site carousel description","Tests","Thu Dec 12 15:50:27 GMT 2024","passed","Thu Dec 12 15:50:27 GMT 2024","TestHomePage","test_HomePage","",""
"","228","Check Download section analytic pairs","Tests","Thu Dec 12 15:50:24 GMT 2024","passed","Thu Dec 12 15:50:24 GMT 2024","TestHomePage","test_HomePage","",""
